,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Hoods,Business Corridor,Business Location,UniqueID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,Start_Year,Start_Date
135455,1185817-04-181,1086685,Baseballism Inc.,Baseballism Inc.,761 3rd St,San Francisco,CA,94107,04/23/2018,,04/23/2018,,0000 Undeliverable Mail,San Francisco,99999,CA,4400-4599,Retail Trade,False,False,Pos01,Multiple,6.0,Mission Bay,,POINT (-122.392 37.778507),1185817-04-181-1086685-4400-4599-04-23-2018,31.0,1.0,10.0,4.0,31.0,2018,2018-04-23
137106,1230404-08-191,1095848,"Vrais Foods, Inc",Local Food Hall,483 Sacramento St,San Francisco,CA,94111,12/12/2018,02/13/2020,08/08/2019,02/13/2020,,,,,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",3.0,Financial District/South Beach,,POINT (-122.40105 37.793995),1230404-08-191-1095848-7220-7229-08-08-2019,108.0,6.0,3.0,8.0,108.0,2019,2019-08-08
137263,1226021-06-191,168329,Bon Appetit Management Co,Keg & Soda Cooler 400,1 Warriors Way Lvl 400 North,San Francisco,CA,94158,07/01/1987,,05/28/2019,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,,,False,False,H36,Stadium Concession,6.0,Mission Bay,,POINT (-122.386406 37.768967),1226021-06-191-0168329--05-28-2019,34.0,1.0,10.0,4.0,34.0,2019,2019-05-28
137513,1228233-07-191,1104361,Gold Yard Inc,Gold Yard,1422 Ocean Ave,San Francisco,CA,94112,07/08/2019,,07/08/2019,,150 Lawrence Ave,San Francisco,94112,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",7.0,West of Twin Peaks,,POINT (-122.457565 37.724243),1228233-07-191-1104361-7220-7229-07-08-2019,71.0,10.0,8.0,41.0,71.0,2019,2019-07-08
137767,1195715-07-181,1088064,"Mission Rad, Llc",500 Club,500 Guerrero St,San Francisco,CA,94110,05/01/2018,,07/20/2018,,500 Guerrero St,San Francisco,94110,CA,7220-7229,Food Services,False,False,D04 D47,Multiple,8.0,Mission,,POINT (-122.42402 37.763084),1195715-07-181-1088064-7220-7229-07-20-2018,37.0,3.0,5.0,20.0,37.0,2018,2018-07-20
139289,1226026-06-191,168329,Bon Appetit Management Co,Suites Cart Pantry,1 Warriors Way Lvl 400 South West,San Francisco,CA,94158,07/01/1987,,05/28/2019,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,,,False,False,H36,Stadium Concession,6.0,Mission Bay,,POINT (-122.386406 37.768967),1226026-06-191-0168329--05-28-2019,34.0,1.0,10.0,4.0,34.0,2019,2019-05-28
139597,1308002-06-221,429363,Leigh Wendy A,Listening Hands Massage,2873 Mission St Unit 8,San Francisco,CA,94110-3907,06/03/2008,,06/20/2022,,1001 Walker Ave Apt 3,Oakland,94610,CA,,,False,False,H70,Solo Practitioner Massage Establishment,9.0,Mission,,POINT (-122.4183 37.75111),1308002-06-221-0429363--06-20-2022,53.0,3.0,2.0,20.0,53.0,2022,2022-06-20
139598,1289640-10-211,429363,Leigh Wendy A,Listening Hands Massage,14 Precita Ave Ste C,San Francisco,CA,94110-4619,06/03/2008,,10/17/2021,06/20/2022,1001 Walker Ave Apt 3,Oakland,94610,CA,,,False,False,H68,General Massage Practitioner,9.0,Bernal Heights,,POINT (-122.41894 37.74673),1289640-10-211-0429363--10-17-2021,83.0,9.0,2.0,2.0,83.0,2021,2021-10-17
140984,1188592-05-181,1087797,Joel Garcia,Joel Garcia,353 Stonewood Dr,Los Banos,CA,93635,04/13/2018,,04/13/2018,,353 Stonewood Dr,Los Banos,93635,CA,,,False,False,H59,Certified/cross Connection Tester,,,,POINT (-120.841934 37.073357),1188592-05-181-1087797--04-13-2018,,,,,,2018,2018-04-13
142092,1186310-04-181,1086879,Hks Ohana Llc,Ushitaro,1382 9th Ave,San Francisco,CA,94122,04/25/2018,,04/26/2018,,1382 9th Ave,San Francisco,94122,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",7.0,Inner Sunset,,POINT (-122.46595 37.762535),1186310-04-181-1086879-7220-7229-04-26-2018,109.0,10.0,11.0,14.0,109.0,2018,2018-04-26
145126,1226079-06-191,168329,Bon Appetit Management Co,West Portable Bar 600,1 Warriors Way Lvl 600 West,San Francisco,CA,94158,07/01/1987,,05/28/2019,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,,,False,False,H36,Stadium Concession,6.0,Mission Bay,,POINT (-122.386406 37.768967),1226079-06-191-0168329--05-28-2019,34.0,1.0,10.0,4.0,34.0,2019,2019-05-28
167046,1195132-07-181,121135,Meakin Hugh & Melba,Tal-Y-Tara,6439 California St,San Francisco,CA,94121,11/17/1979,,04/01/2018,,6439 California St,San Francisco,94121,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",1.0,Outer Richmond,,POINT (-122.48653 37.783787),1195132-07-181-0121135-7220-7229-04-01-2018,8.0,8.0,4.0,29.0,8.0,2018,2018-04-01
167531,1226117-06-191,131015,Weight Watchers North Amer In,"Ww North America Holdings, Inc.",750 Kearney St,San Francisco,CA,94108,03/01/1998,,03/14/2019,03/31/2020,999 Stewart Ave Ste 215,Bethpage,11714,NY,,,False,False,Pos01,Multiple,3.0,Chinatown,,POINT (-122.40487 37.795036),1226117-06-191-0131015--03-14-2019,104.0,6.0,3.0,6.0,104.0,2019,2019-03-14
168036,1188823-05-181,43636,Pacific Bell Telephone Company,Pacific Bell Telephone Company,611 Folsom,San Francisco,CA,94107,10/01/1968,,05/18/2018,,1010 Pine St Rm,Saint Louis,63101,MO,5100-5199,Information,False,False,D27,Storage And Use Of Battery Systems,6.0,Financial District/South Beach,,POINT (-122.39699 37.785282),1188823-05-181-0043636-5100-5199-05-18-2018,32.0,1.0,10.0,8.0,32.0,2018,2018-05-18
168043,1187269-05-181,1087331,"Towa No Makoto, Inc.",Hakashi Japanese Sushi Bar & Grill,474 3rd Street,San Francisco,CA,94107,05/07/2018,,05/07/2018,,1054 Shary Cir D Ste,Concord,94518,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",6.0,South of Market,,POINT (-122.39635 37.781433),1187269-05-181-1087331-7220-7229-05-07-2018,32.0,1.0,10.0,34.0,32.0,2018,2018-05-07
168099,1288799-10-211,1087332,"St. Peters Gateway, Inc",North Beach Pipeline,1335 Grant Ave,San Francisco,CA,94133-3903,04/26/2018,,10/12/2021,,345 Franklin St,San Francisco,94102,CA,4400-4599,Retail Trade,False,False,Crp,,3.0,North Beach,,POINT (-122.40731 37.79912),1288799-10-211-1087332-4400-4599-10-12-2021,106.0,6.0,3.0,23.0,106.0,2021,2021-10-12
169537,1188416-05-181,1087729,Jose Gustavo Mutul/elena Fabbri,Porchetta Toscana,2518 Las Gallinas Av,San Rafael,CA,94903,05/01/2018,,05/01/2018,08/29/2022,301 Bond Ave,Petaluma,94954,CA,7220-7229,Food Services,False,False,D19,Storage & Use Of Flammable Or Combustible Liquids,,,,POINT (-122.54458 38.03409),1188416-05-181-1087729-7220-7229-05-01-2018,,,,,,2018,2018-05-01
169656,1246180-02-201,1111821,"Tea Savv, Llc",Happy Lemon,99 Drumm St,San Francisco,CA,94111,01/01/2020,,01/01/2020,,35233 Newark Blvd Ste G,Newark,94560,CA,4400-4599,Retail Trade,False,False,H24,"Restaurant Less Than 1,000 Sqft",3.0,Financial District/South Beach,,POINT (-122.3966 37.794495),1246180-02-201-1111821-4400-4599-01-01-2020,108.0,6.0,3.0,8.0,108.0,2020,2020-01-01
170118,1240067-12-191,27950,Tads Inc,Tad's Steakhouse,38/44 Ellis St,San Francisco,CA,94102,10/01/1968,,12/06/2019,,728 Pacific Ave Ste 602,San Francisco,94133,CA,7220-7229,Food Services,False,False,D04 H26,Multiple,3.0,Financial District/South Beach,,POINT (-122.406624 37.78567),1240067-12-191-0027950-7220-7229-12-06-2019,19.0,6.0,3.0,8.0,19.0,2019,2019-12-06
171917,1188812-05-181,43636,Pacific Bell Telephone Company,Pacific Bell Telephone Company,611 Folsom,San Francisco,CA,94107,10/01/1968,,05/18/2018,,1010 Pine St Rm,Saint Louis,63101,MO,5100-5199,Information,False,False,D27,Storage And Use Of Battery Systems,6.0,Financial District/South Beach,,POINT (-122.39699 37.785282),1188812-05-181-0043636-5100-5199-05-18-2018,32.0,1.0,10.0,8.0,32.0,2018,2018-05-18
172452,1207982-12-181,162551,Luxottica Retail N A Inc,Oakley #B052,842 Market St,San Francisco,CA,94102,02/26/2009,,01/01/2018,,Po Box 8509,Mason,45040,OH,4400-4599,Retail Trade,False,False,Pos01,Multiple,3.0,Financial District/South Beach,,POINT (-122.4066 37.785236),1207982-12-181-0162551-4400-4599-01-01-2018,19.0,5.0,3.0,8.0,19.0,2018,2018-01-01
173129,1248020-03-201,265,Stephens Institute Inc,Academy Of Art University,2550 Van Ness Ave,San Francisco,CA,94109,10/01/1968,,01/17/2020,,79 New Montgomery St,San Francisco,94105,CA,6100-6299,Private Education and Health Services,False,False,H56,Swimming Pools (Year-Round),2.0,Russian Hill,,POINT (-122.42394 37.799046),1248020-03-201-0000265-6100-6299-01-17-2020,107.0,4.0,6.0,32.0,107.0,2020,2020-01-17
173130,1205894-11-181,170906,Sherwin-Williams Co The,The Sherwin-Williams Company,333 Bay St,San Francisco,CA,94133,01/01/1988,,11/19/2018,,Po Box 6027,Cleveland,44101,OH,4400-4599,Retail Trade,False,False,Pos01,Multiple,3.0,North Beach,,POINT (-122.41252 37.805725),1205894-11-181-0170906-4400-4599-11-19-2018,106.0,6.0,3.0,23.0,106.0,2018,2018-11-19
173787,1230287-08-191,1100597,Cabalen Mb Food Group Llc,Cmb Food Group Llc,1355 Market St  Ste 180,San Francisco,CA,94103,03/25/2019,,06/01/2019,,1355 Market St Ste 100,San Francisco,94103,CA,7220-7229,Food Services,False,False,H74,Caterer,6.0,South of Market,,POINT (-122.416885 37.77692),1230287-08-191-1100597-7220-7229-06-01-2019,32.0,5.0,10.0,34.0,32.0,2019,2019-06-01
174214,1230125-08-191,343327,Valstock Ventures Llc,"Valstock Ventures, Llc",1350 Stockton St,San Francisco,CA,94133,10/01/2000,,09/01/2019,,635 Vallejo St,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,True,Hhh,,3.0,Chinatown,,POINT (-122.40868 37.79811),1230125-08-191-0343327-5300-5399-09-01-2019,106.0,6.0,3.0,6.0,106.0,2019,2019-09-01
174268,1247485-02-201,342430,Rivera Guillermo A,Willys Auto Repair,943 Harrison St,San Francisco,CA,94107,06/01/2002,,01/01/2020,,943 Harrison St,San Francisco,94107,CA,,,False,False,D23 D39,Multiple,6.0,South of Market,,POINT (-122.402756 37.778275),1247485-02-201-0342430--01-01-2020,32.0,1.0,10.0,34.0,32.0,2020,2020-01-01
174763,1190188-05-181,321314,Alan Mans Design Jewelry Inc,Alan Man's Design Jewelry Inc,888 Brannan St Ste 1070,San Francisco,CA,94103,10/01/1998,,05/30/2018,,888 Brannan St Ste 1070,San Francisco,94103,CA,4400-4599,Retail Trade,False,False,Wm26,Multiple,6.0,South of Market,,POINT (-122.40517 37.771538),1190188-05-181-0321314-4400-4599-05-30-2018,33.0,1.0,10.0,34.0,33.0,2018,2018-05-30
174979,1198827-08-181,325904,Avatar Foods International Inc,Balcony North Bar,301 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 Illinois St,San Francisco,94107,CA,7220-7229,Food Services,False,False,H86,Bars/taverns W/o Food Prep,5.0,Hayes Valley,,POINT (-122.41999 37.77829),1198827-08-181-0325904-7220-7229-07-23-2018,21.0,4.0,11.0,9.0,21.0,2018,2018-07-23
175029,1226002-06-191,168329,Bon Appetit Management Co,Deli North 300,1 Warriors Way Lvl 300 North,San Francisco,CA,94158,07/01/1987,,05/28/2019,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,,,False,False,H36,Stadium Concession,6.0,Mission Bay,,POINT (-122.386406 37.768967),1226002-06-191-0168329--05-28-2019,34.0,1.0,10.0,4.0,34.0,2019,2019-05-28
175098,1198821-08-181,325904,Avatar Foods International Inc,Northbox Bar,301 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 Illinois St,San Francisco,94107,CA,7220-7229,Food Services,False,False,H86,Bars/taverns W/o Food Prep,5.0,Hayes Valley,,POINT (-122.41999 37.77829),1198821-08-181-0325904-7220-7229-07-23-2018,21.0,4.0,11.0,9.0,21.0,2018,2018-07-23
175339,1223314-05-191,340014,Lyric Housing Associates Lp,Lyric Hotel,140 Jones St,San Francisco,CA,94102,09/06/1995,,05/28/2019,,1385 Mission St 200 Ste,San Francisco,94103,CA,,,False,False,Hhh,,6.0,Tenderloin,,POINT (-122.41227 37.782475),1223314-05-191-0340014--05-28-2019,20.0,5.0,10.0,36.0,20.0,2019,2019-05-28
175383,1198828-08-181,325904,Avatar Foods International Inc,Balcony South Bar,301 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 Illinois St,San Francisco,94107,CA,7220-7229,Food Services,False,False,H86,Bars/taverns W/o Food Prep,5.0,Hayes Valley,,POINT (-122.41999 37.77829),1198828-08-181-0325904-7220-7229-07-23-2018,21.0,4.0,11.0,9.0,21.0,2018,2018-07-23
175415,1293358-12-211,1018199,Local Development Group,1776 Green Street,1776 Green St,San Francisco,CA,94123-4920,05/27/2015,,04/06/2018,,Po Box 470790,San Francisco,94147,CA,5210-5239,Financial Services,False,False,H60,Wells And Well Water,2.0,Marina,,POINT (-122.4283 37.797073),1293358-12-211-1018199-5210-5239-04-06-2018,15.0,4.0,6.0,13.0,15.0,2018,2018-04-06
175680,1264605-11-201,1022711,Ardavan Fateh Dds Inc,Sf Bay Periodontics,2439 Ocean Ave,San Francisco,CA,94127-2606,09/01/2015,,11/05/2020,,2439 Ocean Ave,San Francisco,94127,CA,6100-6299,Private Education and Health Services,False,False,D02,Storage & Use Of Liquefied Gases & Compressed Gases,7.0,West of Twin Peaks,,POINT (-122.47049 37.730396),1264605-11-201-1022711-6100-6299-11-05-2020,67.0,10.0,8.0,41.0,67.0,2020,2020-11-05
175853,1201456-09-181,308767,Laurel Spe Llc,Laureate,488 Presidio Ave,San Francisco,CA,94115,03/30/2007,,09/25/2018,,444 Presidio Ave,San Francisco,94115,CA,7210-7219,Accommodations,False,False,H87 P54,Multiple,2.0,Presidio Heights,,POINT (-122.44679 37.78743),1201456-09-181-0308767-7210-7219-09-25-2018,10.0,8.0,6.0,31.0,10.0,2018,2018-09-25
175924,1228804-07-191,304355,Shaikh Adil N.,Basque Hotel,17 Romolo Pl,San Francisco,CA,94133,01/01/1997,,07/01/2019,,1656 Powell St Apt 201,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,False,True,Hhh,,3.0,North Beach,,POINT (-122.40631 37.798126),1228804-07-191-0304355-5300-5399-07-01-2019,106.0,6.0,3.0,23.0,106.0,2019,2019-07-01
175954,1235945-10-191,183397,Watt Kin Y & Susanna & James,Watt Kin Y & Susanna & James,25 Cyril Magnin St,San Francisco,CA,94102,08/08/1984,,01/01/2019,,1 Hallidie Plz Ste 701,San Francisco,94102,CA,5300-5399,Real Estate and Rental and Leasing Services,False,False,D03 D26,Multiple,6.0,Tenderloin,,POINT (-122.40835 37.784176),1235945-10-191-0183397-5300-5399-01-01-2019,19.0,5.0,10.0,36.0,19.0,2019,2019-01-01
176161,1198820-08-181,325904,Avatar Foods International Inc,Basement Main Bar,301 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 Illinois St,San Francisco,94107,CA,7220-7229,Food Services,False,False,H86,Bars/taverns W/o Food Prep,5.0,Hayes Valley,,POINT (-122.41999 37.77829),1198820-08-181-0325904-7220-7229-07-23-2018,21.0,4.0,11.0,9.0,21.0,2018,2018-07-23
176416,1214868-03-191,341636,Archuleta Shannon M,Shannon Archuleta Tattoo,3150 18th St 270,San Francisco,CA,94110,12/07/2000,,03/01/2019,,344 Dolores St Apt 2,San Francisco,94110,CA,7100-7199 8100-8139,Multiple,False,False,J01,Body Art Establishment,9.0,Mission,,POINT (-122.41415 37.762177),1214868-03-191-0341636-7100-7199 8100-8139-03-01-2019,53.0,3.0,2.0,20.0,53.0,2019,2019-03-01
176473,1178128-02-181,339844,Bountiful Foods Llc,Jackrabbit,1661 Tennessee St Suite 3b,San Francisco,CA,94107,01/01/2011,,01/01/2018,,1661 Tennessee St 3b Ste,San Francisco,94107,CA,7220-7229,Food Services,False,False,H30,Catering Facility,10.0,Bayview Hunters Point,,POINT (-122.38852 37.750732),1178128-02-181-0339844-7220-7229-01-01-2018,56.0,2.0,9.0,1.0,56.0,2018,2018-01-01
176591,1194270-07-181,189083,City Mechanical Inc,"City Mechanical, Inc.",1925 Ingalls St,San Francisco,CA,94124,04/01/1989,,07/05/2018,,724 Alfred Nobel Dr,Hercules,94547,CA,2300-2399,Construction,False,False,D19 D39,Multiple,10.0,Bayview Hunters Point,,POINT (-122.385826 37.727028),1194270-07-181-0189083-2300-2399-07-05-2018,78.0,2.0,9.0,1.0,78.0,2018,2018-07-05
176659,1275040-04-211,1060205,"Endgames Improv, Llc","Endgames Improv, Llc",2967 Mission St,San Francisco,CA,94110-3917,03/19/2013,,01/01/2021,,2989 Mission St,San Francisco,94110,CA,7100-7199,"Arts, Entertainment, and Recreation",False,False,P54,Limited Live Performance,9.0,Mission,,POINT (-122.41815 37.749596),1275040-04-211-1060205-7100-7199-01-01-2021,53.0,3.0,2.0,20.0,53.0,2021,2021-01-01
176990,1198816-08-181,325904,Avatar Foods International Inc,Davies Symphony Hall,201 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 Illinois St,San Francisco,94107,CA,7220-7229,Food Services,False,False,H86,Bars/taverns W/o Food Prep,5.0,Hayes Valley,,POINT (-122.41979 37.77735),1198816-08-181-0325904-7220-7229-07-23-2018,21.0,4.0,11.0,9.0,21.0,2018,2018-07-23
177300,1190940-06-181,1088680,"Paramount Superstars, Inc.","Paramount Superstars, Inc.",3527 Mt Diablo Blvd,Lafayette,CA,94549-3815,06/04/2018,,06/04/2018,,945 Taraval St 202,San Francisco,94116,CA,7220-7229,Food Services,False,False,D04 D19 H26 P54,Multiple,,,,POINT (-122.11903 37.89169),1190940-06-181-1088680-7220-7229-06-04-2018,,,,,,2018,2018-06-04
177412,1198823-08-181,325904,Avatar Foods International Inc,Intermezzo Bar,301 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 Illinois St,San Francisco,94107,CA,7220-7229,Food Services,False,False,H86,Bars/taverns W/o Food Prep,5.0,Hayes Valley,,POINT (-122.41999 37.77829),1198823-08-181-0325904-7220-7229-07-23-2018,21.0,4.0,11.0,9.0,21.0,2018,2018-07-23
177451,1283013-07-211,1074646,"Obour Foods, Llc","Obour Foods, Llc",725 Greenwich St,San Francisco,CA,94133-2700,08/11/2017,,07/27/2021,,1566 Carroll Ave,San Francisco,94124,CA,3100-3399,Manufacturing,False,False,H34,Caterer Retail Food Vehicles,3.0,North Beach,,POINT (-122.41181 37.801994),1283013-07-211-1074646-3100-3399-07-27-2021,106.0,6.0,3.0,23.0,106.0,2021,2021-07-27
177483,1245347-02-201,345766,Practicing Law Institute,Practising Law Institute,455 Market St 2300,San Francisco,CA,94105,04/02/2007,,01/30/2020,,455 Market St Ste 2300,San Francisco,94105,CA,,,False,False,J07,,6.0,Financial District/South Beach,,POINT (-122.398674 37.791283),1245347-02-201-0345766--01-30-2020,108.0,6.0,10.0,8.0,108.0,2020,2020-01-30
177685,1262176-10-201,340052,Lazaro Jose Luis,Olympic Iron Works,1684 Hudson Ave,San Francisco,CA,94124,07/28/2000,,10/01/2020,,1684 Hudson Ave,San Francisco,94124,CA,3100-3399,Manufacturing,False,False,D19 D39,Multiple,10.0,Bayview Hunters Point,,POINT (-122.389824 37.74096),1262176-10-201-0340052-3100-3399-10-01-2020,86.0,2.0,9.0,1.0,86.0,2020,2020-10-01
177859,1229103-07-191,329140,Imperial Parking (Us) Llc,Impark - 119 B,665 Bush St,San Francisco,CA,94108,08/18/1999,,04/01/2019,,1740 Cesar Chavez St Ste 2w,San Francisco,94124,CA,4400-4599,Retail Trade,True,False,P48,Valet Parking - Fixed Location,3.0,Financial District/South Beach,,POINT (-122.40828 37.790195),1229103-07-191-0329140-4400-4599-04-01-2019,19.0,6.0,3.0,8.0,19.0,2019,2019-04-01
177961,1198822-08-181,325904,Avatar Foods International Inc,Dress Circle Bar,301 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 Illinois St,San Francisco,94107,CA,7220-7229,Food Services,False,False,H86,Bars/taverns W/o Food Prep,5.0,Hayes Valley,,POINT (-122.41999 37.77829),1198822-08-181-0325904-7220-7229-07-23-2018,21.0,4.0,11.0,9.0,21.0,2018,2018-07-23
177995,1225958-06-191,168329,Bon Appetit Management Co,Big Nate Bbq North 300,1 Warriors Way Lvl 300 North,San Francisco,CA,94158,07/01/1987,,05/28/2019,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,,,False,False,H36,Stadium Concession,6.0,Mission Bay,,POINT (-122.386406 37.768967),1225958-06-191-0168329--05-28-2019,34.0,1.0,10.0,4.0,34.0,2019,2019-05-28
178705,1198829-08-181,325904,Avatar Foods International Inc,Cafe At The Opera,301 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 Illinois St,San Francisco,94107,CA,7220-7229,Food Services,False,False,D19 D47,Multiple,5.0,Hayes Valley,,POINT (-122.41999 37.77829),1198829-08-181-0325904-7220-7229-07-23-2018,21.0,4.0,11.0,9.0,21.0,2018,2018-07-23
178836,1198819-08-181,325904,Avatar Foods International Inc,Cafe Valor,401 Van Ness Ave,San Francisco,CA,94102,04/02/1999,,07/23/2018,,1030 Illinois St,San Francisco,94107,CA,7220-7229,Food Services,False,False,D19 D47 H24,Multiple,5.0,Hayes Valley,,POINT (-122.42018 37.779156),1198819-08-181-0325904-7220-7229-07-23-2018,21.0,4.0,11.0,9.0,21.0,2018,2018-07-23
179033,1226012-06-191,168329,Bon Appetit Management Co,Hot Dog Bills South 300,1 Warriors Way Lvl 300 South,San Francisco,CA,94158,07/01/1987,,05/28/2019,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,,,False,False,H36,Stadium Concession,6.0,Mission Bay,,POINT (-122.386406 37.768967),1226012-06-191-0168329--05-28-2019,34.0,1.0,10.0,4.0,34.0,2019,2019-05-28
179053,1264515-11-201,1106713,"Booster Fuels, Inc.",Booster - Parkmerced,3711 19th Ave,San Francisco,CA,94132-2641,09/17/2019,,11/24/2020,12/30/2021,1840 Gateway Dr # 200ste,San Mateo,94404,CA,,,False,False,D49,,7.0,Lakeshore,,POINT (-122.47536 37.720898),1264515-11-201-1106713--11-24-2020,42.0,10.0,8.0,16.0,42.0,2020,2020-11-24
179106,1279899-06-211,1106713,"Booster Fuels, Inc.",A. Tarantino & Sons Poultry,2275 Jennings St,San Francisco,CA,94124-3266,09/17/2019,,06/01/2021,,1840 Gateway Dr # 200ste,San Mateo,94404,CA,,,False,False,D48,,10.0,Bayview Hunters Point,,POINT (-122.3896 37.725964),1279899-06-211-1106713--06-01-2021,86.0,2.0,9.0,1.0,86.0,2021,2021-06-01
179142,1305079-05-221,1106713,"Booster Fuels, Inc.","Trans Metro, Inc.",295 San Bruno Ave,San Francisco,CA,94103-5017,09/17/2019,,05/13/2022,,1840 Gateway Dr # 200ste,San Mateo,94404,CA,,,False,False,D48,,6.0,Mission,,POINT (-122.40556 37.766037),1305079-05-221-1106713--05-13-2022,33.0,3.0,9.0,20.0,33.0,2022,2022-05-13
179156,1191648-06-181,1088982,"Angler Sf, Llc","Angler Sf, Llc",132 The Embarcadero,San Francisco,CA,94105,06/01/2018,,06/01/2018,,691 S Milpitas Blvd Ste 208,Milpitas,95035,CA,7220-7229,Food Services,True,False,D04 H26,Multiple,6.0,Financial District/South Beach,,POINT (-122.39255 37.793144),1191648-06-181-1088982-7220-7229-06-01-2018,108.0,1.0,10.0,8.0,108.0,2018,2018-06-01
179242,1293274-12-211,1106713,"Booster Fuels, Inc.",Zum Transportation (Booster Fuels) (Davidson Ave.),1620 Davidson Ave,San Francisco,CA,94124-1143,09/17/2019,,12/10/2021,,1840 Gateway Dr # 200ste,San Mateo,94404,CA,,,False,False,D48,,10.0,Bayview Hunters Point,,POINT (-122.392 37.745987),1293274-12-211-1106713--12-10-2021,56.0,2.0,9.0,1.0,56.0,2021,2021-12-10
